8.97,-0.7348,1.4392
8.98,-0.7361,1.4341
8.99,-0.7371,1.4286
9,-0.7379,1.4228
9.01,-0.7385,1.4166
9.02,-0.7388,1.4099
9.03,-0.7389,1.4029
9.04,-0.7389,1.3959
9.05,-0.7386,1.3883
9.06,-0.7381,1.3805
9.07,-0.7374,1.3723
9.08,-0.7366,1.3639
9.09,-0.7355,1.3553
9.1,-0.7342,1.3463
9.11,-0.7328,1.3372
9.12,-0.7312,1.3278
9.13,-0.7294,1.3182
9.14,-0.7275,1.3085
9.15,-0.7254,1.2985
9.16,-0.7231,1.2884
9.17,-0.7208,1.2782
9.18,-0.7183,1.2678
9.19,-0.7156,1.2573
9.2,-0.7129,1.2467
9.21,-0.71,1.236
9.22,-0.707,1.2253
9.23,-0.704,1.2146
9.24,-0.7008,1.2038
9.25,-0.6976,1.193
9.26,-0.6943,1.1822
9.27,-0.691,1.1714
9.28,-0.6876,1.1607
9.29,-0.6842,1.1501
9.3,-0.6807,1.1396
9.31,-0.6773,1.1292
9.32,-0.6738,1.1189
9.33,-0.6704,1.1088
9.34,-0.6669,1.0989
9.35,-0.6636,1.0893
9.36,-0.6602,1.0798
9.37,-0.6569,1.0706
9.38,-0.6537,1.0618
9.39,-0.6506,1.0533
9.4,-0.6476,1.0452
9.41,-0.6448,1.0373
9.42,-0.642,1.03
9.43,-0.6394,1.0231
9.44,-0.637,1.0167
9.45,-0.6347,1.0107
9.46,-0.6327,1.0054
9.47,-0.6308,1.0005
